Study Hours,Sleep Hours,Last Exam,Internet Access,Academy,Family Income,CoCurricular,Stress Level,Health,Percentage
15.59,7.89,44.91,Yes,Yes,Moderate,High,Moderate,Average,62.25
10.36,7.8,70.87,Yes,Yes,Moderate,Low,Moderate,Average,61.14
15.15,7.35,73.08,Yes,Yes,Moderate,Moderate,High,Average,76.27
17.99,6.77,74.65,Yes,No,Moderate,Low,Low,Average,64.44
23.71,7.65,78.02,No,Yes,Low,Moderate,Moderate,Poor,77.5
20.76,5.86,69.88,Yes,No,Moderate,Moderate,Moderate,Good,82.33
27.92,5.99,40.56,Yes,Yes,Moderate,High,Low,Average,73.34
10.4,7.07,78.03,Yes,No,Moderate,Moderate,Low,Average,75.4
20.23,7.21,71.46,Yes,No,High,Low,Low,Average,79.87
16.1,4.81,56.46,Yes,No,High,Moderate,High,Good,58.46
28.14,7.55,46.46,Yes,Yes,Low,Moderate,Moderate,Average,75.96
10.15,7.93,93.1,Yes,No,Moderate,Moderate,Low,Poor,68.8
9.96,6.91,88.47,Yes,Yes,Moderate,Moderate,Moderate,Good,71.11
11.4,9.85,80.59,Yes,Yes,Moderate,Low,Moderate,Average,64.3
2.26,6.18,59.86,No,No,Moderate,Moderate,Low,Average,41.84
11.85,6.57,32.25,Yes,Yes,Low,Moderate,High,Average,30.97
10.45,6.53,81.47,Yes,Yes,High,High,Low,Average,70.0
15.9,6.91,75.5,Yes,No,Moderate,Moderate,Moderate,Good,69.86
17.05,6.61,64.38,Yes,No,Low,Moderate,High,Good,61.59
26.26,5.31,86.87,Yes,Yes,Moderate,Moderate,Moderate,Average,87.4
20.7,6.34,82.72,No,Yes,Moderate,Moderate,High,Average,72.99
11.54,6.88,72.64,No,Yes,High,Moderate,Low,Average,58.15
9.61,8.47,70.53,Yes,Yes,Moderate,Moderate,High,Good,61.09
17.95,9.64,70.76,Yes,No,Moderate,Moderate,Low,Good,76.18
7.08,8.6,80.2,No,No,High,Moderate,Moderate,Poor,56.79
25.99,6.07,57.14,Yes,No,Moderate,Low,High,Poor,74.59
22.08,6.17,76.39,Yes,Yes,High,Low,Moderate,Poor,77.35
12.18,6.81,56.19,Yes,No,Moderate,Moderate,Moderate,Average,62.89
4.72,9.14,90.05,No,No,Low,Moderate,Low,Good,61.89
23.12,6.8,77.98,Yes,Yes,Moderate,Low,High,Average,73.9
14.31,5.41,59.68,Yes,Yes,Moderate,Moderate,Low,Average,63.26
22.43,6.4,71.21,Yes,Yes,Moderate,Low,High,Good,65.43
5.43,7.91,57.19,Yes,Yes,Moderate,Low,High,Good,48.54
11.4,7.83,92.56,Yes,Yes,Moderate,Moderate,Low,Good,84.6
15.03,6.76,94.34,Yes,Yes,Low,Moderate,Moderate,Average,68.48
15.28,7.82,80.44,Yes,Yes,Moderate,Low,Low,Good,83.63
12.3,4.27,93.35,Yes,No,High,High,Moderate,Good,68.98
18.74,7.12,72.28,Yes,No,Low,Low,Moderate,Average,67.17
8.59,8.03,81.45,Yes,Yes,Moderate,Moderate,Low,Poor,57.66
14.15,6.0,88.37,Yes,Yes,Low,High,High,Average,66.45
15.72,6.0,69.91,Yes,Yes,Low,Low,Moderate,Average,77.25
18.09,4.76,71.07,Yes,Yes,Moderate,High,Low,Average,70.22
19.27,8.91,84.0,Yes,No,Moderate,Moderate,Moderate,Average,79.77
8.25,6.14,79.7,Yes,Yes,Moderate,Moderate,Moderate,Good,62.42
5.8,7.29,58.67,Yes,No,Moderate,Moderate,Moderate,Good,49.61
22.67,7.72,37.2,Yes,Yes,Moderate,Moderate,Moderate,Good,75.5
16.99,8.81,67.37,Yes,Yes,High,Moderate,Low,Average,75.2
10.51,6.82,38.55,Yes,Yes,High,Low,Low,Average,54.1
24.31,6.35,55.13,No,No,Low,Moderate,Moderate,Good,66.02
15.69,7.21,56.89,No,Yes,Moderate,High,Moderate,Good,72.32
22.08,8.54,61.47,No,No,Moderate,Moderate,Moderate,Poor,68.37
15.41,6.8,82.31,Yes,No,High,Low,Moderate,Average,73.0
27.36,5.85,85.57,No,Yes,Low,Low,Moderate,Good,88.43
25.53,5.15,77.63,Yes,No,Moderate,Moderate,Low,Average,90.91
13.51,5.53,79.49,Yes,Yes,High,Low,Moderate,Average,73.14
20.83,8.04,79.84,Yes,No,Moderate,Low,Low,Poor,82.05
18.87,6.62,32.55,Yes,Yes,Low,Moderate,Moderate,Average,60.54
23.21,6.27,70.15,Yes,Yes,Moderate,Moderate,Low,Average,81.2
9.21,6.14,43.05,Yes,No,High,High,Moderate,Average,59.42
19.12,7.1,77.64,Yes,Yes,Moderate,Moderate,High,Poor,72.76
21.35,6.71,38.6,Yes,Yes,Moderate,Low,Moderate,Poor,61.42
4.45,6.67,67.29,Yes,No,Low,Low,Moderate,Average,43.11
7.9,8.62,78.22,Yes,Yes,Moderate,Moderate,Moderate,Average,55.22
2.76,8.85,53.23,Yes,Yes,Moderate,Moderate,Low,Good,51.75
13.38,5.07,84.43,Yes,Yes,Low,Moderate,Low,Average,62.68
19.31,7.39,77.6,Yes,Yes,Moderate,Moderate,High,Good,74.1
24.01,6.07,75.71,Yes,Yes,Moderate,High,High,Average,79.9
15.44,6.7,80.47,Yes,No,Low,Low,Moderate,Average,72.21
24.77,7.37,64.61,Yes,Yes,Moderate,Low,Low,Average,81.69
6.72,6.74,72.28,Yes,Yes,Moderate,Moderate,High,Poor,42.27
4.78,7.28,70.15,Yes,Yes,Moderate,Moderate,Low,Good,51.15
14.67,7.81,69.81,No,Yes,High,Moderate,High,Good,60.62
17.3,7.35,59.92,Yes,Yes,Low,Low,Moderate,Average,73.91
14.8,6.22,51.36,Yes,Yes,Moderate,Low,Low,Average,57.14
2.6,6.24,64.95,Yes,No,Moderate,Low,High,Average,29.21
14.47,5.27,64.12,Yes,Yes,Low,Moderate,Moderate,Good,62.34
7.17,5.98,58.95,Yes,Yes,High,Moderate,Moderate,Average,49.09
19.02,9.35,82.78,No,No,Moderate,Moderate,Moderate,Average,76.39
17.2,6.05,52.42,Yes,Yes,Moderate,Moderate,High,Average,62.07
9.36,5.57,67.43,Yes,Yes,Moderate,Low,Low,Average,63.21
11.92,7.38,87.5,Yes,No,Moderate,Moderate,Low,Good,73.69
8.64,6.87,83.64,Yes,Yes,Moderate,Low,Moderate,Average,63.49
14.62,6.77,88.24,Yes,Yes,Moderate,Moderate,Moderate,Good,83.01
20.73,8.69,61.14,Yes,No,Moderate,Moderate,High,Average,65.32
9.09,7.66,81.76,Yes,No,Moderate,Moderate,Moderate,Average,55.81
18.02,6.36,54.06,Yes,No,Moderate,Low,Moderate,Average,63.58
11.82,6.49,65.86,Yes,Yes,Moderate,Moderate,Low,Average,57.63
10.24,6.4,67.27,Yes,Yes,Low,High,High,Good,53.62
14.36,8.05,61.36,No,No,High,Moderate,Low,Average,64.6
8.79,6.63,64.57,No,No,Low,Low,Low,Average,48.98
11.68,4.85,62.6,Yes,Yes,Moderate,Moderate,Moderate,Average,53.85
7.81,6.94,55.26,Yes,No,Moderate,Low,Moderate,Average,52.3
26.79,5.16,82.85,Yes,Yes,High,Moderate,Low,Average,92.22
15.21,9.62,67.26,Yes,Yes,Low,Moderate,Low,Average,62.87
10.8,5.84,73.02,Yes,No,Moderate,Low,Moderate,Good,61.07
16.28,6.81,72.46,Yes,No,Moderate,Moderate,High,Average,64.41
14.33,7.31,70.82,Yes,No,Moderate,Moderate,Moderate,Average,63.52
13.67,6.65,71.39,Yes,Yes,Low,Low,Low,Average,62.84
18.69,6.65,65.42,Yes,Yes,Moderate,Moderate,Low,Good,73.69
19.55,7.51,91.28,Yes,Yes,Low,Moderate,High,Good,75.07
11.82,8.83,81.41,Yes,No,Low,Moderate,Moderate,Average,72.71
11.55,7.92,70.28,No,Yes,Moderate,Low,Low,Good,67.81
13.35,8.77,63.29,Yes,No,Moderate,Low,Low,Average,68.53
1.19,5.74,68.22,Yes,No,High,Low,Low,Good,48.31
5.91,7.38,76.26,No,No,Low,High,Low,Average,48.2
23.2,7.19,92.5,Yes,No,Moderate,Moderate,Moderate,Poor,67.58
24.87,7.42,49.4,Yes,No,Low,Moderate,Moderate,Poor,71.14
13.51,8.65,79.9,Yes,No,Moderate,Low,High,Good,78.11
18.46,6.74,86.9,Yes,Yes,Moderate,Low,Moderate,Average,70.8
16.87,6.51,47.7,Yes,No,Moderate,Moderate,Low,Good,54.27
33.47,7.64,67.28,Yes,Yes,Moderate,Low,Low,Average,100.0
21.72,4.87,54.03,Yes,Yes,Moderate,High,Moderate,Good,80.91
14.23,6.72,76.46,Yes,No,Moderate,Moderate,High,Average,58.26
9.27,6.84,64.62,Yes,Yes,Moderate,Low,High,Good,63.84
5.36,5.9,68.05,Yes,No,High,Low,Low,Average,55.34
16.22,8.27,63.83,Yes,Yes,Low,Low,Moderate,Average,52.28
10.46,5.73,80.8,No,No,Moderate,Moderate,Moderate,Average,62.09
6.47,6.84,73.44,Yes,No,Moderate,Low,Low,Average,54.14
11.12,7.35,73.46,Yes,No,Moderate,Moderate,Low,Average,63.65
8.51,8.62,72.41,Yes,Yes,Moderate,High,Low,Average,64.9
25.12,6.99,78.59,Yes,Yes,Low,Low,Low,Average,85.11
20.29,8.12,66.07,No,No,High,Moderate,Moderate,Average,68.21
14.95,7.84,95.51,Yes,Yes,Moderate,Moderate,Moderate,Average,72.9
23.88,7.15,51.48,Yes,Yes,Moderate,High,Low,Average,81.3
15.46,5.69,44.11,Yes,No,Moderate,Moderate,High,Average,42.98
9.83,5.28,42.87,Yes,Yes,Moderate,Low,Moderate,Average,39.04
24.14,7.13,38.81,Yes,Yes,High,High,Moderate,Average,63.65
18.23,6.35,80.1,Yes,No,Moderate,Low,Moderate,Poor,72.5
8.78,8.1,78.27,No,Yes,Low,Moderate,Moderate,Average,67.94
13.86,7.9,88.12,Yes,Yes,High,High,Moderate,Good,75.55
9.75,6.78,54.15,Yes,No,Moderate,Low,High,Good,44.83
6.7,5.61,81.18,Yes,No,Low,Moderate,Low,Average,54.56
20.56,7.61,70.85,Yes,No,Moderate,High,High,Average,76.99
26.46,5.78,72.5,Yes,Yes,Low,Moderate,Low,Average,82.72
6.61,6.09,79.38,Yes,No,Moderate,Moderate,Low,Average,65.86
18.38,5.82,58.66,Yes,No,High,Moderate,Moderate,Average,62.77
11.1,6.83,100.0,Yes,No,Moderate,Moderate,Moderate,Average,70.96
12.08,8.4,89.98,Yes,Yes,Moderate,High,Moderate,Average,75.42
11.45,6.99,62.02,Yes,Yes,High,Moderate,Moderate,Good,55.8
9.82,6.47,53.64,Yes,No,High,Moderate,Moderate,Average,52.19
15.29,5.17,68.68,Yes,Yes,Moderate,Moderate,Low,Good,71.27
10.01,7.66,72.73,Yes,Yes,Moderate,Moderate,High,Average,50.37
16.62,6.06,85.98,Yes,Yes,High,High,Moderate,Good,78.52
14.7,7.14,52.47,Yes,Yes,Low,Low,Low,Good,70.98
13.57,6.57,74.28,Yes,Yes,Moderate,Moderate,Low,Good,68.15
9.55,8.01,47.06,Yes,No,Moderate,Moderate,Moderate,Average,50.2
11.54,6.81,76.55,Yes,No,Low,Low,Low,Average,59.67
19.53,6.93,68.39,Yes,Yes,Moderate,High,High,Average,68.03
18.01,7.58,99.05,Yes,No,Moderate,Moderate,Moderate,Average,76.29
9.13,9.53,46.81,Yes,Yes,Low,Low,Moderate,Average,51.39
15.6,8.07,90.56,Yes,Yes,Moderate,Moderate,High,Good,72.47
19.51,6.89,44.44,Yes,Yes,Moderate,Moderate,High,Good,60.39
4.98,7.0,50.09,No,Yes,Low,Moderate,High,Average,39.27
18.26,6.37,44.84,Yes,Yes,Moderate,High,Moderate,Good,61.37
11.02,5.86,73.76,No,No,Moderate,Low,Moderate,Good,62.32
18.42,6.34,52.39,No,No,High,Moderate,Moderate,Average,58.72
10.42,6.07,49.78,Yes,Yes,Moderate,Moderate,Moderate,Good,52.43
4.17,7.78,73.04,Yes,Yes,Low,Moderate,Moderate,Average,52.79
5.23,5.71,76.78,Yes,Yes,Low,Low,Low,Average,44.8
15.29,8.6,70.6,Yes,No,Moderate,High,Low,Good,80.26
16.56,7.9,67.57,Yes,Yes,Moderate,Moderate,Moderate,Average,65.11
9.57,7.02,97.43,Yes,No,High,Low,High,Poor,62.88
18.83,7.0,72.19,Yes,Yes,High,Low,Low,Good,75.86
5.03,6.33,82.09,Yes,Yes,Low,Moderate,Moderate,Average,54.61
14.6,7.32,72.14,Yes,No,High,Low,Moderate,Average,60.97
7.73,8.31,53.53,Yes,Yes,Low,Moderate,Moderate,Average,46.15
11.09,6.16,78.25,No,No,Moderate,High,Low,Average,59.26
15.28,5.16,60.16,Yes,No,Moderate,Moderate,Moderate,Good,63.83
9.84,7.84,68.64,Yes,No,Low,Low,Moderate,Average,61.54
12.69,7.39,74.58,Yes,No,Low,Low,Moderate,Average,57.86
21.04,5.66,40.88,Yes,No,Moderate,Low,Moderate,Average,57.34
11.54,6.12,45.86,No,Yes,Moderate,High,Moderate,Poor,41.05
20.01,5.97,83.64,Yes,No,Moderate,Low,Moderate,Poor,79.03
8.22,6.13,60.04,Yes,No,Moderate,Low,Moderate,Average,46.98
18.18,6.61,60.76,Yes,Yes,Moderate,High,High,Average,67.8
23.65,6.68,72.5,Yes,Yes,Moderate,Moderate,Low,Poor,81.38
0.17,6.22,64.21,Yes,Yes,Moderate,Moderate,High,Average,33.08
10.22,6.09,76.26,No,Yes,High,High,Low,Average,67.52
18.46,6.73,69.23,Yes,Yes,High,Moderate,Low,Average,83.69
13.78,7.2,72.98,Yes,Yes,High,Low,High,Good,65.59
17.23,6.62,59.47,Yes,No,Low,Moderate,High,Average,61.34
11.38,8.39,72.9,No,Yes,Moderate,Low,Moderate,Average,61.75
15.52,7.61,86.58,Yes,No,Moderate,Moderate,Moderate,Good,70.66
14.07,5.09,61.48,Yes,No,High,Moderate,Low,Average,70.6
22.01,7.63,83.73,Yes,Yes,Moderate,High,Low,Good,96.01
16.53,7.73,69.23,No,Yes,Moderate,Moderate,Low,Average,63.0
17.03,6.48,81.02,Yes,Yes,Moderate,Moderate,Low,Average,71.92
12.53,5.21,71.93,Yes,No,Low,Low,Moderate,Good,64.38
12.07,7.01,69.5,Yes,No,Moderate,Moderate,Moderate,Good,58.61
12.4,6.99,75.25,Yes,No,Low,Moderate,Moderate,Average,53.58
17.37,5.65,88.2,Yes,No,Low,Moderate,Low,Average,65.66
12.47,5.26,73.54,Yes,Yes,Moderate,Moderate,Moderate,Average,58.25
16.74,6.89,77.18,Yes,Yes,Low,Moderate,High,Average,68.92
27.45,6.72,64.47,No,Yes,Low,Low,High,Average,72.33
20.23,6.5,93.56,No,Yes,Moderate,Moderate,Moderate,Good,76.13
13.04,6.9,79.61,Yes,Yes,High,Low,Low,Average,71.39
22.21,5.68,71.17,No,No,Moderate,Low,Low,Average,75.12
12.55,6.48,68.16,Yes,Yes,Moderate,Low,Moderate,Good,59.45
2.77,7.64,84.67,Yes,Yes,Moderate,High,Moderate,Average,56.89
8.95,6.58,60.91,Yes,No,Moderate,Moderate,High,Average,56.27
3.78,4.99,43.26,Yes,No,High,High,High,Average,35.29
12.89,6.43,71.09,No,Yes,Low,Moderate,Moderate,Good,67.41
15.11,5.72,87.85,No,No,Moderate,Low,Moderate,Average,61.17
25.06,7.32,93.87,Yes,Yes,Moderate,Low,Low,Average,92.19
16.96,7.38,68.39,Yes,No,High,Low,Low,Average,79.38
13.69,5.01,70.65,Yes,No,Moderate,Moderate,Moderate,Average,60.11
19.98,7.91,77.79,No,Yes,Moderate,Low,Low,Average,71.19
1.73,5.67,66.03,Yes,No,Low,Low,Low,Good,53.37
16.41,8.87,77.75,Yes,No,Moderate,High,High,Average,73.08
19.63,6.94,68.72,Yes,Yes,Moderate,Low,Moderate,Average,81.81
6.13,5.5,85.17,No,No,Moderate,Moderate,Moderate,Average,47.79
21.86,5.63,80.84,Yes,No,High,Moderate,High,Average,75.4
17.03,7.42,82.15,Yes,No,Moderate,High,Low,Good,85.13
12.51,6.53,66.92,Yes,No,Moderate,Moderate,Moderate,Average,66.31
18.8,6.88,98.89,Yes,Yes,Moderate,Moderate,Low,Good,95.34
28.62,8.94,77.26,Yes,Yes,Moderate,High,High,Good,82.87
16.09,6.16,73.71,Yes,Yes,Moderate,Moderate,High,Average,61.18
16.49,7.07,58.59,Yes,Yes,High,Moderate,Moderate,Poor,64.64
12.24,8.7,68.54,Yes,No,Low,High,Moderate,Good,69.27
9.9,7.32,71.72,Yes,Yes,Moderate,Low,High,Average,53.94
19.98,5.07,58.18,Yes,Yes,Low,Low,Low,Average,63.4
9.86,7.61,65.62,Yes,Yes,Moderate,Moderate,Moderate,Average,59.85
15.43,5.6,67.51,Yes,Yes,Low,Moderate,Moderate,Poor,52.9
12.13,8.69,70.84,Yes,Yes,Moderate,High,Moderate,Average,64.92
17.87,6.01,43.56,Yes,Yes,High,Low,Moderate,Average,61.86
17.0,10.56,67.97,Yes,Yes,Low,Moderate,High,Good,71.51
21.23,8.76,64.34,Yes,No,High,Moderate,Low,Good,78.53
11.94,6.04,69.69,Yes,Yes,Low,Moderate,Moderate,Average,58.97
13.38,7.02,85.53,Yes,No,Moderate,Low,High,Average,66.01
9.13,7.9,100.0,Yes,Yes,Moderate,Low,Low,Average,80.81
12.33,7.94,80.18,Yes,Yes,Moderate,Low,High,Average,63.65
17.26,7.53,51.48,Yes,Yes,Low,Moderate,Moderate,Good,69.72
19.54,8.5,64.82,No,No,High,Moderate,Moderate,Good,64.41
9.47,6.85,78.94,Yes,No,Moderate,Low,Moderate,Good,61.83
20.22,6.56,77.25,Yes,Yes,High,Moderate,High,Poor,69.54
23.13,6.58,84.81,Yes,No,High,Moderate,High,Average,79.0
17.48,8.03,68.54,Yes,Yes,High,Low,Low,Average,79.23
26.26,7.44,64.55,No,No,Moderate,Moderate,High,Average,63.47
10.36,7.35,96.29,Yes,No,High,Low,Low,Average,65.83
7.53,7.95,70.88,Yes,Yes,High,High,Low,Poor,64.92
4.33,4.54,54.75,Yes,No,Moderate,High,Moderate,Average,41.51
23.98,7.37,92.13,No,Yes,High,Low,Moderate,Average,84.43
18.93,7.26,47.56,Yes,No,Moderate,Moderate,Moderate,Average,68.98
14.67,9.0,17.57,Yes,Yes,Moderate,Low,Low,Average,56.35
16.68,5.17,81.54,Yes,Yes,Low,High,Moderate,Average,71.67
8.25,8.87,83.66,Yes,Yes,Low,Moderate,Low,Poor,54.82
29.67,7.09,76.21,Yes,Yes,Moderate,Moderate,Moderate,Average,98.45
15.78,7.59,50.46,Yes,No,Moderate,Moderate,Moderate,Average,50.02
15.66,9.01,69.12,Yes,Yes,Low,Low,Low,Good,67.77
19.35,7.67,65.83,Yes,No,Moderate,Moderate,Moderate,Good,78.23
17.89,7.48,61.94,Yes,No,High,Low,Moderate,Good,64.6
16.34,7.29,91.18,Yes,Yes,Moderate,Moderate,High,Average,81.0
10.26,6.42,54.3,No,Yes,Moderate,Moderate,Moderate,Average,58.3
17.83,6.97,74.74,Yes,No,High,High,Low,Poor,78.36
26.29,6.14,87.91,Yes,No,Moderate,Moderate,Low,Average,86.97
23.07,6.95,75.72,No,Yes,Low,Moderate,Moderate,Average,67.91
24.56,4.2,88.62,Yes,Yes,Moderate,Low,Moderate,Average,75.22
11.93,7.51,78.46,Yes,No,High,Moderate,Moderate,Good,72.31
9.06,6.85,76.44,Yes,Yes,Moderate,Low,Moderate,Good,63.02
14.25,6.6,75.5,No,No,Moderate,Low,Moderate,Average,61.45
15.33,7.26,79.2,Yes,Yes,Moderate,Moderate,Low,Average,81.75
21.57,5.28,64.22,Yes,Yes,Low,Moderate,Moderate,Average,72.46
4.85,9.32,50.47,Yes,No,Moderate,Moderate,Moderate,Average,47.74
24.18,6.88,84.31,Yes,Yes,Moderate,Moderate,Moderate,Poor,82.85
14.05,6.82,87.43,Yes,Yes,Moderate,Moderate,Moderate,Poor,63.23
12.44,5.84,73.78,Yes,Yes,Moderate,Moderate,Moderate,Average,65.17
8.93,7.03,61.77,Yes,No,Low,Moderate,Low,Average,53.95
5.07,8.66,46.63,Yes,Yes,Moderate,Moderate,High,Average,47.28
19.94,8.24,71.29,Yes,Yes,Low,Moderate,Moderate,Good,78.61
15.44,8.03,49.77,Yes,Yes,High,High,Moderate,Average,78.44
7.26,7.66,47.67,Yes,Yes,Moderate,Low,Low,Average,55.7
7.23,6.57,69.69,No,Yes,Moderate,Moderate,Moderate,Poor,37.3
12.99,5.26,58.54,Yes,No,Moderate,Moderate,Low,Average,58.56
25.01,6.76,75.18,Yes,Yes,Low,Moderate,Moderate,Good,90.12
13.44,6.72,67.61,Yes,Yes,Moderate,Moderate,Low,Average,63.23
5.98,8.26,60.9,Yes,Yes,Moderate,Moderate,Moderate,Good,51.97
13.53,7.37,44.43,No,Yes,Low,Moderate,Moderate,Average,56.74
13.36,8.93,57.21,Yes,Yes,Moderate,Moderate,Moderate,Good,61.1
0.0,8.44,57.76,Yes,Yes,Low,High,Low,Average,47.25
14.67,6.45,51.62,Yes,Yes,Low,Low,Moderate,Average,53.75
13.61,4.85,65.06,Yes,No,Moderate,Moderate,Low,Good,66.66
19.18,8.66,52.79,No,No,Moderate,Low,High,Average,55.6
26.09,8.63,67.54,Yes,Yes,Low,Moderate,High,Average,75.37
21.76,5.36,73.61,Yes,No,Moderate,Low,Low,Average,81.28
13.39,8.81,57.61,Yes,Yes,Moderate,Moderate,Moderate,Good,73.94
8.36,7.46,76.38,Yes,Yes,Moderate,Moderate,Moderate,Average,59.63
30.44,7.19,49.58,Yes,Yes,Low,Low,Low,Average,83.62
15.36,8.94,53.32,Yes,Yes,High,High,Moderate,Average,73.68
15.08,8.61,68.3,Yes,Yes,Low,Low,Moderate,Good,69.44
14.86,7.78,80.31,Yes,No,Moderate,Moderate,Moderate,Average,73.88
16.19,7.57,83.01,Yes,Yes,Moderate,Low,Low,Average,85.71
14.13,7.74,94.19,No,Yes,Moderate,Moderate,Low,Good,72.23
11.56,6.52,64.35,Yes,No,High,Moderate,High,Average,60.82
11.72,6.93,68.09,Yes,Yes,Moderate,Moderate,High,Poor,64.0
14.8,5.92,54.51,Yes,Yes,Moderate,Moderate,Low,Average,67.01
11.74,6.6,51.19,No,Yes,Low,Moderate,Moderate,Good,43.77
10.72,6.56,73.43,No,Yes,Low,Moderate,Low,Average,65.53
15.64,6.24,58.36,Yes,No,High,High,Moderate,Average,64.95
13.47,7.16,88.49,Yes,Yes,Low,Low,Low,Average,74.49
24.02,6.61,48.06,Yes,No,Moderate,Low,Moderate,Average,73.37
0.0,7.6,77.3,Yes,Yes,Low,High,Moderate,Average,54.92
21.55,5.05,54.91,Yes,Yes,Low,Low,Low,Average,62.29
22.48,6.86,57.69,Yes,Yes,Low,Low,Moderate,Average,69.47
2.56,7.16,78.09,No,Yes,High,Low,High,Good,50.39
12.94,6.63,59.86,Yes,Yes,Moderate,Moderate,Low,Average,57.95
12.77,6.79,62.26,Yes,Yes,Moderate,Moderate,Moderate,Average,64.22
6.55,5.1,57.82,Yes,Yes,High,Low,Low,Average,49.85
10.33,7.43,96.78,Yes,Yes,Low,Low,Low,Good,74.01
8.34,7.78,60.74,Yes,No,High,Moderate,Moderate,Average,53.35
25.51,7.59,70.77,Yes,Yes,Low,Low,High,Average,79.15
20.61,8.25,66.97,Yes,No,Low,Low,Low,Average,70.62
22.63,7.24,73.32,Yes,No,Moderate,Moderate,High,Good,77.11
19.33,7.57,60.78,Yes,Yes,Moderate,Moderate,Low,Poor,70.0
8.23,7.19,66.99,No,Yes,Low,Low,High,Average,41.39
11.85,7.83,75.91,Yes,Yes,Moderate,Moderate,Low,Good,63.12
17.94,5.11,57.05,Yes,Yes,Moderate,High,Low,Average,71.35
7.67,5.93,86.34,Yes,Yes,Moderate,Low,High,Average,55.56
19.28,8.9,87.78,Yes,Yes,Moderate,Low,Low,Average,84.31
13.56,4.05,79.1,Yes,Yes,High,Moderate,Low,Average,69.1
12.75,6.83,71.05,Yes,Yes,High,Low,High,Average,66.04
19.27,8.41,25.14,Yes,Yes,Moderate,Moderate,High,Good,67.87
17.67,6.89,76.36,Yes,Yes,High,Moderate,Moderate,Average,67.85
12.83,6.51,64.13,Yes,Yes,Moderate,Low,High,Average,57.76
21.96,7.16,66.31,Yes,No,Moderate,Moderate,Low,Average,74.98
8.51,6.58,41.54,Yes,No,Low,High,Moderate,Good,52.37
18.7,7.04,77.4,Yes,Yes,Low,High,Moderate,Average,68.1
18.56,6.18,48.27,No,No,Low,Moderate,High,Poor,45.76
13.14,8.33,71.78,Yes,Yes,Moderate,Low,High,Average,61.64
16.96,8.71,83.57,Yes,Yes,Moderate,Moderate,Low,Average,75.94
7.49,6.84,62.96,Yes,Yes,Moderate,Moderate,Moderate,Average,49.49
20.54,5.34,88.24,Yes,Yes,Low,Moderate,Moderate,Good,78.18
13.89,6.37,58.8,Yes,No,Moderate,High,High,Average,56.58
11.86,6.78,79.01,Yes,No,Moderate,Moderate,Low,Average,54.66
21.29,7.61,50.43,Yes,No,Moderate,Moderate,Low,Good,72.39
10.77,5.79,85.47,Yes,Yes,Moderate,Moderate,Low,Good,74.59
6.55,6.08,83.14,No,Yes,Moderate,Moderate,Moderate,Average,60.65
5.66,7.61,77.03,Yes,Yes,Moderate,Low,Low,Poor,56.59
18.64,8.13,64.1,Yes,No,Low,Moderate,Low,Good,75.96
7.32,6.25,48.97,Yes,Yes,Moderate,Low,Moderate,Average,38.5
25.53,5.4,64.14,Yes,No,Low,Low,Moderate,Average,69.98
2.51,10.94,86.65,Yes,Yes,Low,Moderate,Moderate,Average,52.9
25.18,7.94,71.95,No,No,Moderate,High,Moderate,Poor,75.91
16.27,6.68,46.7,Yes,Yes,Low,Moderate,Moderate,Poor,63.58
14.42,8.04,53.13,Yes,No,Moderate,Low,Low,Average,68.67
11.73,6.85,88.8,Yes,Yes,Moderate,High,Low,Average,78.4
17.39,8.04,77.32,No,No,Moderate,Moderate,Moderate,Good,74.08
14.77,7.19,51.49,Yes,No,Moderate,Moderate,Moderate,Average,56.45
21.62,7.11,43.51,Yes,No,Moderate,Moderate,Low,Good,73.89
15.69,6.86,60.62,Yes,Yes,Moderate,Moderate,Low,Average,64.12
15.9,5.26,42.23,Yes,No,Moderate,Moderate,Low,Average,66.05
12.82,9.33,67.66,Yes,No,Moderate,Low,High,Average,64.23
14.66,5.87,100.0,Yes,Yes,Low,Low,High,Average,73.4
16.85,5.37,46.05,Yes,Yes,Moderate,Moderate,Moderate,Good,57.88
4.74,6.74,67.21,No,No,Moderate,Moderate,Moderate,Average,41.83
6.91,5.85,89.68,Yes,Yes,Moderate,Moderate,Low,Average,60.06
19.46,6.94,81.24,Yes,Yes,High,Moderate,High,Good,73.92
16.03,7.83,67.77,Yes,Yes,Moderate,High,High,Average,74.19
13.9,8.19,67.8,Yes,Yes,Moderate,Moderate,Low,Average,73.14
15.11,7.98,52.66,Yes,Yes,Moderate,Moderate,Moderate,Average,60.02
17.09,6.63,65.99,Yes,Yes,High,Moderate,Moderate,Average,67.95
11.76,7.06,73.65,Yes,No,Moderate,Moderate,Moderate,Average,69.12
10.33,7.49,86.58,No,No,High,High,Moderate,Good,72.2
16.18,4.89,60.7,No,No,Low,Moderate,Low,Average,53.23
9.13,7.68,67.15,Yes,No,Low,Low,High,Average,54.2
17.45,5.25,55.76,Yes,Yes,Low,Low,Low,Poor,66.45
4.78,9.45,73.38,No,Yes,Moderate,Moderate,Moderate,Average,50.65
21.17,6.51,81.76,Yes,Yes,Moderate,Moderate,High,Poor,70.1
17.84,6.78,79.44,Yes,No,Moderate,Low,Moderate,Average,70.62
16.54,6.08,52.45,Yes,Yes,Moderate,Moderate,High,Good,61.21
20.9,6.24,72.2,No,Yes,Moderate,Moderate,Low,Good,77.29
